,601088,601225,600028,601857,600188,601699,000983,600938,600985,601898,600546,601666,600348,600157,601398,601328,600350,601288,600900,601899,000723,600256,600919,601985,601006,600123,601169,600755,600395,601939,601988,000937,600015,601077,600997,601818,600377,601229,600971,601918,601001,601000,601009,600777,002353,001965,601998,600373,600905,601668
20221226,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20221227,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20221228,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20221229,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20221230,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230103,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230104,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230105,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230106,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230109,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230110,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230111,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230112,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230113,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230116,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230117,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230118,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230119,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230120,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230130,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230131,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230201,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230202,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230203,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230206,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230207,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230208,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230209,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230210,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230214,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230215,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230216,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230220,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230221,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230222,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230223,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230224,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230227,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230228,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230301,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230303,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230306,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230307,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
20230308,2.163039,1.368669,3.924927,1.532646,3.781071,6.445218,9.368453,1.107045,4.106619,1.27094,9.166252,2.989328,9.800907,50.758666,2.098341,2.255008,2.675446,1.881523,3.417971,2.047104,6.815126,44.421866,1.351982,1.155959,2.21816,8.425536,4.140673,23.871313,5.823697,2.074705,2.173967,9.523782,5.104609,1.179367,4.428588,1.711833,3.228609,3.023506,10.660748,1.557457,2.205354,6.212437,5.819977,30.515458,8.263545,1.178081,1.725694,4.960217,1.008964,2.066573
